side,line,position,unit,head,x0,x1,y0,y1,print_ink_width,tracing_width,local_score,orientation,source
Pr,Pr06,15,326.076t,326,0,-24,257,293,0,30,0.42,upright,auto
Pr,Pr06,16,700g,700,0,-14,264,277,0,12,0.45,upright,auto
Pr,Pr06,17,386f,386,0,20,259,281,0,27,-1.0,upright,auto
Pr,Pr06,18,270j,270,28,39,246,266,11,20,0.45,upright,auto
Pr,Pr06,19,067,067,46,52,258,267,6,13,0.315,upright,auto
Pr,Pr06,20,470a,470,46,69,236,267,23,21,0.25,upright,auto
Pr,Pr06,21,010.064a,010,73,101,237,270,28,21,0.369,upright,auto
Pr,Pr06,22,088,088,106,118,241,273,12,9,0.258,upright,auto
Pr,Pr06,23,430y,430,129,142,241,272,13,12,0.378,upright,auto
Pr,Pr06,24,214,214,130,172,239,272,42,37,0.345,upright,auto
Pr,Pr06,25,002,002,186,199,237,264,13,8,0.331,upright,auto
Pr,Pr06,26,203,203,183,224,238,270,41,31,0.258,upright,auto
Pr,Pr06,27,027b,027,216,240,233,265,24,20,0.367,upright,auto
Pr,Pr06,28,090,090,249,266,239,271,17,12,0.422,upright,auto
Pr,Pr06,29,545,545,270,291,236,265,21,17,0.392,upright,auto
Pr,Pr06,30,074,074,302,315,232,258,13,10,0.409,upright,auto
Pr,Pr06,31,376b,376,316,357,228,265,41,30,0.284,upright,auto
Pr,Pr06,32,500,500,343,360,230,265,17,20,0.348,upright,auto
Pr,Pr06,33,440,440,367,381,230,262,14,12,0.509,upright,auto
Pr,Pr06,34,290,290,380,400,229,261,20,19,0.39,upright,auto
Pr,Pr06,35,002a,002,402,417,236,262,15,9,0.39,upright,auto
Pr,Pr06,36,040,040,422,433,233,263,11,8,0.454,upright,auto
Pr,Pr06,37,050,050,439,449,230,262,10,10,0.468,upright,auto
Pr,Pr06,38,214,214,450,490,228,262,40,38,0.324,upright,auto
Pr,Pr06,39,001a,001,488,503,224,254,15,10,0.342,upright,auto
Pr,Pr06,40,366.076t,366,518,550,229,260,32,29,0.291,upright,auto
Pr,Pr06,41,200.200,200,533,584,229,260,51,41,0.261,upright,auto
Pr,Pr06,42,091,091,589,612,224,256,23,17,0.253,upright,auto
Pr,Pr06,43,326,326,613,645,226,254,32,29,0.289,upright,auto
Pr,Pr06,44,214k,214,641,682,219,253,41,31,0.354,upright,auto
Pr,Pr06,45,773e,773,676,697,226,249,21,12,0.29,upright,auto
Pr,Pr06,46,446s,446,701,725,224,247,24,25,0.258,upright,auto
Pr,Pr06,47,103,103,738,754,222,249,16,9,0.209,upright,auto
Pr,Pr06,48,206.711,206,747,793,222,258,46,36,0.239,upright,auto
Pr,Pr06,49,684c,684,792,850,221,257,58,45,0.327,upright,auto
Pr,Pr06,50,520.009i,520,851,888,210,246,37,31,0.31,upright,auto
Pr,Pr06,51,520.063h,520,891,933,208,243,42,30,0.323,upright,auto
Pr,Pr06,52,045ft,045,920,933,225,242,13,8,0.349,upright,auto
Pr,Pr06,53,530,530,936,959,220,252,23,22,0.308,upright,auto
Pr,Pr06,54,040.522b.069,040,957,1010,206,239,53,37,0.17,upright,auto
Pr,Pr06,55,202y,202,997,1037,210,247,40,24,0.362,upright,auto
Pr,Pr06,56,083.530.071h,083,1035,1077,210,245,42,37,0.29,upright,auto
Pr,Pr06,57,560a,560,1077,1109,209,237,32,23,0.215,upright,auto
Pr,Pr06,58,004f.008ah,004,1119,1149,202,236,30,25,0.156,upright,auto
Pr,Pr06,59,010.200,010,1142,1184,201,236,42,28,0.138,upright,auto
Pr,Pr06,60,744,744,1185,1206,199,235,21,16,0.138,upright,auto
Pr,Pr06,61,005j:548,005,1188,1222,209,244,34,22,0.242,upright,auto
Pr,Pr06,62,381.010fh,381,1230,1257,204,239,27,20,0.342,upright,auto
Pr,Pr07,15,600.001,600,1714,1723,267,303,9,41,-1.0,flipped,auto
Pr,Pr07,16,001.095j.003a,001,1680,1709,267,301,29,29,0.102,flipped,auto
Pr,Pr07,17,600as.009,600,1645,1676,272,306,31,22,0.273,flipped,auto
Pr,Pr07,18,600a.022bfy,600,1614,1648,267,300,34,35,0.347,flipped,auto
Pr,Pr07,19,002a,002,1574,1617,270,301,43,32,0.578,flipped,auto
Pr,Pr07,20,144f,144,1561,1573,261,294,12,8,0.501,flipped,auto
Pr,Pr07,21,002a,002,1531,1552,272,295,21,16,0.325,flipped,auto
Pr,Pr07,22,662,662,1536,1546,272,296,10,8,0.319,flipped,auto
Pr,Pr07,23,680,680,1474,1527,258,292,53,34,0.294,flipped,auto
Pr,Pr07,24,005k.010,005,1425,1473,261,296,48,36,0.263,flipped,auto
Pr,Pr07,25,005k.052,005,1425,1442,267,296,17,12,0.245,flipped,auto
Pr,Pr07,26,022.243,022,1398,1424,256,289,26,16,0.296,flipped,auto
Pr,Pr07,27,001t,001,1373,1407,254,289,34,20,0.394,flipped,auto
Pr,Pr07,28,004.010x,004,1340,1373,266,301,33,23,0.271,flipped,auto
Pr,Pr07,29,381,381,1316,1339,267,299,23,14,0.287,flipped,auto
Pr,Pr07,30,022bf.346,022,1291,1316,272,301,25,18,0.349,flipped,auto
Pr,Pr07,31,600a.132a,600,1243,1306,266,301,63,41,0.295,flipped,auto
Pr,Pr07,32,077cy,077,1210,1251,252,286,41,32,0.282,flipped,auto
Pr,Pr07,33,206bky.090,206,1210,1221,252,284,11,6,0.382,flipped,auto
Pr,Pr07,34,016a,016,1160,1209,249,284,49,40,0.3,flipped,auto
Pr,Pr07,35,070,070,1151,1159,267,295,8,5,0.428,flipped,auto
Pr,Pr07,36,407,407,1127,1149,247,281,22,13,0.291,flipped,auto
Pr,Pr07,37,021h,021,1086,1127,261,290,41,30,0.111,flipped,auto
Pr,Pr07,38,095g,095,1081,1108,266,298,27,15,0.26,flipped,auto
Pr,Pr07,39,407,407,1033,1061,257,291,28,28,0.267,flipped,auto
Pr,Pr07,40,109h,109,1003,1034,255,290,31,21,0.305,flipped,auto
Pr,Pr07,41,522b,522,1000,1023,265,298,23,16,0.285,flipped,auto
Pr,Pr07,42,630b,630,988,1004,265,289,16,12,0.271,flipped,auto
Pr,Pr07,43,020et.010,020,961,981,255,287,20,14,0.191,flipped,auto
Pr,Pr07,44,007,007,913,952,256,290,39,34,0.187,flipped,auto
Pr,Pr07,45,246.074f,246,904,927,254,288,23,17,0.322,flipped,auto
Pr,Pr07,46,445y,445,880,903,249,284,23,16,0.374,flipped,auto
Pr,Pr07,47,050.010,050,868,888,254,284,20,13,0.281,flipped,auto
Pr,Pr07,48,009b,009,840,853,264,289,13,9,0.141,flipped,auto
Pr,Pr07,49,021g,021,799,846,256,293,47,34,0.221,flipped,auto
Pr,Pr07,50,760,760,786,798,259,293,12,8,0.318,flipped,auto
Pr,Pr07,51,050,050,772,778,260,286,6,8,0.296,flipped,auto
Pr,Pr07,52,002a.760.052x,002,707,763,254,289,56,38,0.238,flipped,auto
Pr,Pr07,53,050,050,712,728,255,289,16,9,0.33,flipped,auto
Pr,Pr07,54,005j.010,005,687,717,258,292,30,20,0.354,flipped,auto
Pr,Pr07,55,004a.064.003a,004,647,683,258,295,36,28,0.41,flipped,auto
Pr,Pr07,56,009d,009,627,646,261,292,19,13,0.155,flipped,auto
Pr,Pr07,57,005j.064,005,600,634,262,297,34,25,0.202,flipped,auto
Pr,Pr07,58,007,007,586,599,266,299,13,15,0.309,flipped,auto
Pr,Pr07,59,095j,095,571,582,268,297,11,12,0.408,flipped,auto
Pr,Pr07,60,002c,002,557,568,256,278,11,9,0.388,flipped,auto
Pr,Pr08,0,050.010,050,337,365,320,355,28,16,0.287,upright,auto
Pr,Pr08,1,008a,008,379,403,304,334,24,18,0.295,upright,auto
Pr,Pr08,2,600,600,395,433,305,335,38,21,0.208,upright,auto
Pr,Pr08,3,281.001.095j.003a,281,410,476,308,343,66,47,0.172,upright,auto
Pr,Pr08,4,011,011,483,491,304,335,8,7,0.418,upright,auto
Pr,Pr08,5,445sy.711,445,482,524,298,332,42,29,0.311,upright,auto
Pr,Pr08,6,300,300,529,543,298,331,14,19,0.42,upright,auto
Pr,Pr08,7,005,005,546,572,308,342,26,17,0.418,upright,auto
Pr,Pr08,8,009,009,565,588,302,337,23,13,0.187,upright,auto
Pr,Pr08,9,004,004,586,597,307,335,11,6,0.177,upright,auto
Pr,Pr08,10,002a,002,596,609,303,330,13,9,0.132,upright,auto
Pr,Pr08,11,400a,400,610,634,304,332,24,20,0.165,upright,auto
Pr,Pr08,12,652ay,652,645,684,298,331,39,29,0.332,upright,auto
Pr,Pr08,13,606b,606,673,711,297,331,38,30,0.466,upright,auto
Pr,Pr08,14,403a,403,702,772,297,332,70,59,0.197,upright,auto
Pr,Pr08,15,246k,246,764,797,287,321,33,24,0.259,upright,auto
Pr,Pr08,16,308,308,810,843,302,328,33,34,0.109,upright,auto
Pr,Pr08,17,400c.007,400,850,887,295,315,37,31,0.164,upright,auto
Pr,Pr08,18,406s,406,875,897,296,329,22,13,0.277,upright,auto
Pr,Pr08,19,001.010,001,898,921,294,326,23,13,0.525,upright,auto
Pr,Pr08,20,001.064,001,909,927,296,326,18,12,0.375,upright,auto
Pr,Pr08,21,007,007,926,952,296,323,26,16,0.356,upright,auto
Pr,Pr08,22,034,034,951,988,291,327,37,28,0.154,upright,auto
Pr,Pr08,23,064.670,064,994,1040,293,327,46,32,0.326,upright,auto
Pr,Pr08,24,200.074,200,1023,1053,294,325,30,19,0.167,upright,auto
Pr,Pr08,25,522b,522,1048,1056,291,312,8,5,0.179,upright,auto
Pr,Pr08,26,001,001,1049,1065,291,314,16,9,0.285,upright,auto
Pr,Pr08,27,040a,040,1062,1109,281,313,47,32,0.269,upright,auto
Pr,Pr08,28,372ay,372,1110,1134,299,324,24,19,0.184,upright,auto
Pr,Pr08,29,380.061,380,1121,1169,282,317,48,32,0.264,upright,auto
Pr,Pr08,30,232b,232,1180,1193,305,330,13,16,0.284,upright,auto
Pr,Pr08,31,081a,081,1192,1210,305,335,18,15,0.336,upright,auto
Pr,Pr08,32,739,739,1211,1236,302,334,25,16,0.394,upright,auto
Pr,Pr08,33,070a,070,1230,1242,294,317,12,7,0.163,upright,auto
Pr,Pr08,34,001a,001,1241,1256,301,320,15,11,0.028,upright,auto
Pr,Pr08,35,154.246.242ai,154,1250,1318,293,327,68,56,0.071,upright,auto
Pr,Pr08,36,606a,606,1322,1382,295,328,60,55,0.173,upright,auto
Pr,Pr08,37,004.600ay,004,1383,1437,300,336,54,38,0.31,upright,auto
Pr,Pr08,38,040.220iy.048af,040,1419,1460,300,337,41,35,0.302,upright,auto
Pr,Pr08,39,430e,430,1476,1484,303,329,8,6,0.388,upright,auto
Pr,Pr08,40,433,433,1468,1500,295,328,32,19,0.409,upright,auto
Pr,Pr08,41,004,004,1499,1522,293,329,23,13,0.3,upright,auto
Pr,Pr08,42,534c,534,1527,1564,293,328,37,22,0.303,upright,auto
Pr,Pr08,43,593d,593,1561,1574,298,327,13,10,0.37,upright,auto
Pr,Pr08,44,375ay,375,1574,1590,300,330,16,9,0.234,upright,auto
Pr,Pr08,45,050c,050,1574,1622,299,336,48,38,0.083,upright,auto
Pr,Pr08,46,024a,024,1622,1638,306,343,16,9,0.255,upright,auto
Pr,Pr08,47,076y.276,076,1635,1683,301,338,48,45,0.085,upright,auto
Pr,Pr08,48,076y.276,076,1680,1702,309,344,22,16,0.394,upright,auto
Pr,Pr08,49,666y.010.064a.671a,666,1709,1720,313,335,11,20,0.247,upright,auto
Pr,Pr08,50,710a,710,1724,1744,306,341,0,13,-1.0,upright,auto
Pr,Pr08,51,671a,671,1738,1744,307,329,0,24,-1.0,upright,auto
Pr,Pr09,22,200.022,200,1730,1744,347,364,0,14,-1.0,flipped,auto
Pr,Pr09,23,010.001,010,1720,1732,345,368,0,8,0.095,flipped,auto
Pr,Pr09,24,200,200,1700,1704,344,349,4,13,0.347,flipped,auto
Pr,Pr09,25,041,041,1690,1697,354,363,7,7,0.357,flipped,auto
Pr,Pr09,26,001,001,1679,1686,330,344,7,7,0.194,flipped,auto
Pr,Pr09,27,099,099,1662,1673,328,354,11,7,0.275,flipped,auto
Pr,Pr09,28,010.001,010,1664,1671,324,354,7,5,0.354,flipped,auto
Pr,Pr09,29,050,050,1620,1661,321,357,41,33,0.548,flipped,auto
Pr,Pr09,30,001.010,001,1601,1620,325,361,19,21,0.514,flipped,auto
Pr,Pr09,31,022,022,1589,1597,333,365,8,6,0.514,flipped,auto
Pr,Pr09,32,048a,048,1582,1594,333,365,12,8,0.526,flipped,auto
Pr,Pr09,33,002a,002,1571,1584,333,365,13,9,0.578,flipped,auto
Pr,Pr09,34,001,001,1559,1567,333,364,8,6,0.562,flipped,auto
Pr,Pr09,35,491a,491,1518,1548,333,369,30,24,0.449,flipped,auto
Pr,Pr09,36,522?,522,1495,1521,334,368,26,16,0.496,flipped,auto
Pr,Pr09,37,3)!,3),1495,1504,337,355,9,9,0.343,flipped,auto
Pr,Pr10,0,780!,780,434,471,369,403,37,22,0.343,upright,auto
Pr,Pr10,1,600a.032a,600,482,526,371,406,44,32,0.301,upright,auto
Pr,Pr10,2,053a,053,519,537,368,396,18,11,0.464,upright,auto
Pr,Pr10,3,004.600a,004,524,561,368,404,37,28,0.375,upright,auto
Pr,Pr10,4,290.007,290,559,624,369,406,65,36,0.401,upright,auto
Pr,Pr10,5,400.032a,400,599,635,371,401,36,25,0.341,upright,auto
Pr,Pr10,6,067,067,649,668,389,404,19,12,0.426,upright,auto
Pr,Pr10,7,600a,600,654,688,377,409,34,22,0.311,upright,auto
Pr,Pr10,8,600a,600,687,718,377,411,31,20,0.439,upright,auto
Pr,Pr10,9,600a.004,600,701,747,371,406,46,28,0.398,upright,auto
Pr,Pr10,10,430,430,740,768,369,406,28,16,0.397,upright,auto
Pr,Pr10,11,300.700f,300,753,807,359,397,54,30,0.238,upright,auto
Pr,Pr10,12,004,004,811,819,385,410,8,5,0.324,upright,auto
Pr,Pr10,13,700f,700,817,832,386,413,15,11,0.406,upright,auto
Pr,Pr10,14,600a,600,842,875,361,396,33,22,0.316,upright,auto
Pr,Pr10,15,365,365,846,879,361,398,33,24,0.322,upright,auto
Pr,Pr10,16,406a,406,892,929,369,402,37,29,0.262,upright,auto
Pr,Pr10,17,365,365,927,964,359,397,37,23,0.282,upright,auto
Pr,Pr10,18,400,400,954,988,366,401,34,25,0.464,upright,auto
Pr,Pr10,19,021h,021,982,1016,368,400,34,19,0.525,upright,auto
Pr,Pr10,20,600.001.600a,600,1002,1049,368,396,47,32,0.469,upright,auto
Pr,Pr10,21,198,198,1033,1060,367,396,27,16,0.299,upright,auto
Pr,Pr10,22,047,047,1062,1081,362,391,19,11,0.248,upright,auto
Pr,Pr10,23,067,067,1083,1101,366,399,18,11,0.609,upright,auto
Pr,Pr10,24,700f,700,1102,1120,365,397,18,10,0.581,upright,auto
Pr,Pr10,25,700f,700,1120,1137,366,393,17,9,0.534,upright,auto
Pr,Pr10,26,020Va,020,1120,1137,366,393,17,9,0.495,upright,auto
Pr,Pr10,27,710f,710,1135,1154,372,392,19,11,0.307,upright,auto
Pr,Pr10,28,020cy,020,1166,1182,355,385,16,9,0.319,upright,auto
Pr,Pr10,29,700f,700,1182,1198,352,386,16,10,0.299,upright,auto
Pr,Pr10,30,001c,001,1202,1211,362,379,9,6,0.424,upright,auto
Pr,Pr10,31,710f,710,1196,1211,352,379,15,11,0.4,upright,auto
Pr,Pr10,32,700cx,700,1213,1230,368,391,17,10,0.35,upright,auto
Pr,Pr10,33,700f,700,1236,1251,363,390,15,11,0.367,upright,auto
Pr,Pr10,34,020Va,020,1252,1267,365,392,15,9,0.176,upright,auto
Pr,Pr10,35,710f,710,1276,1293,372,391,17,9,0.255,upright,auto
Pr,Pr10,36,402!,402,1274,1291,372,392,17,10,0.384,upright,auto
Pr,Pr10,37,2)!,2),1297,1301,379,389,4,14,0.522,upright,auto
Pr,Pr11,14,067.022!,067,1739,1744,393,428,0,22,-1.0,flipped,auto
Pr,Pr11,15,300,300,1715,1744,393,429,0,19,-1.0,flipped,auto
Pr,Pr11,16,067,067,1703,1722,394,428,0,11,0.0,flipped,auto
Pr,Pr11,17,014a,014,1679,1708,394,429,0,17,0.0,flipped,auto
Pr,Pr11,18,315s!,315,1641,1691,394,429,0,28,0.0,flipped,auto
Pr,Pr11,19,001,001,1637,1648,393,429,0,6,0.0,flipped,auto
Pr,Pr11,20,710h:042.003a,710,1608,1642,393,428,0,19,0.0,flipped,auto
Pr,Pr11,21,400,400,1586,1618,393,429,0,18,0.0,flipped,auto
Pr,Pr11,22,306s!,306,1557,1597,393,428,0,23,0.0,flipped,auto
Pr,Pr11,23,773d!,773,1534,1563,393,428,0,17,0.0,flipped,auto
Pr,Pr11,24,009c?,009,1519,1541,393,428,0,12,0.0,flipped,auto
Pr,Pr11,25,009c!,009,1489,1500,392,398,11,12,0.232,flipped,auto
Pr,Pr11,26,599,599,1467,1491,394,409,24,15,0.305,flipped,auto
Pr,Pr11,27,067f!,067,1461,1483,393,409,22,12,0.351,flipped,auto
Pr,Pr11,28,451.064x,451,1436,1471,397,412,35,21,0.532,flipped,auto
Pr,Pr11,29,109t,109,1432,1448,398,411,16,9,0.74,flipped,auto
Pv,Pv01,0,4)!,4),1070,1164,103,139,94,81,0.251,flipped,auto
Pv,Pv01,1,200,200,1045,1072,117,144,27,19,0.466,flipped,auto
Pv,Pv01,2,600,600,1000,1027,113,131,27,23,0.434,flipped,auto
Pv,Pv01,3,007,007,990,1008,109,139,18,13,0.419,flipped,auto
Pv,Pv01,4,001,001,950,980,106,139,30,28,0.311,flipped,auto
Pv,Pv01,5,091,091,938,946,112,130,8,5,0.412,flipped,auto
Pv,Pv01,6,005k,005,917,933,106,140,16,16,0.495,flipped,auto
Pv,Pv01,7,005j.010,005,900,912,108,140,12,8,0.572,flipped,auto
Pv,Pv01,8,144f,144,884,909,108,138,25,19,0.398,flipped,auto
Pv,Pv01,9,005.010,005,848,869,111,139,21,16,0.132,flipped,auto
Pv,Pv01,10,200,200,825,854,100,130,29,22,0.279,flipped,auto
Pv,Pv01,11,200,200,790,817,110,142,27,21,0.37,flipped,auto
Pv,Pv01,12,710,710,757,786,108,138,29,24,0.296,flipped,auto
Pv,Pv01,13,090,090,733,744,99,134,11,9,0.353,flipped,auto
Pv,Pv01,14,540y,540,684,735,107,140,51,43,0.137,flipped,auto
Pv,Pv01,15,450.540,450,646,694,105,141,48,32,0.278,flipped,auto
Pv,Pv01,16,002c:042,002,632,654,129,142,22,12,0.275,flipped,auto
Pv,Pv01,17,755,755,593,621,129,144,28,16,0.255,flipped,auto
Pv,Pv01,18,009,009,579,598,130,146,19,12,0.232,flipped,auto
Pv,Pv01,19,061y.009.061,061,538,586,130,146,48,26,0.235,flipped,auto
Pv,Pv01,20,734d.003a,734,504,552,127,144,48,26,0.428,flipped,auto
Pv,Pv01,21,734.003a,734,470,529,128,144,59,32,0.463,flipped,auto
Pv,Pv01,22,684b,684,421,491,129,145,70,38,0.446,flipped,auto
Pv,Pv02,0,382,382,0,-214,25,63,0,21,0.396,upright,auto
Pv,Pv02,1,048f,048,0,-208,22,57,0,8,0.427,upright,auto
Pv,Pv02,2,684d,684,0,-160,37,76,0,32,0.304,upright,auto
Pv,Pv02,3,007,007,0,-145,50,88,0,16,0.448,upright,auto
Pv,Pv02,4,600o,600,0,-113,52,90,0,25,0.495,upright,auto
Pv,Pv02,5,326,326,0,-76,55,92,0,30,0.419,upright,auto
Pv,Pv02,6,300.009,300,0,-44,51,88,0,29,0.374,upright,auto
Pv,Pv02,7,308,308,0,-13,61,98,0,27,0.41,upright,auto
Pv,Pv02,8,081a,081,0,-5,73,109,0,17,-1.0,upright,auto
Pv,Pv02,9,301,301,0,16,76,114,0,17,-1.0,upright,auto
Pv,Pv02,10,205b,205,0,60,80,119,0,34,0.0,upright,auto
Pv,Pv02,11,592,592,45,72,86,122,0,15,0.0,upright,auto
Pv,Pv02,12,301,301,64,108,89,128,0,25,0.0,upright,auto
Pv,Pv02,13,009:066a,009,99,118,94,131,0,12,0.0,upright,auto
Pv,Pv02,14,208,208,114,163,100,135,0,27,0.0,upright,auto
Pv,Pv02,15,020b,020,156,167,103,138,0,6,0.0,upright,auto
Pv,Pv02,16,020by,020,164,175,104,139,0,6,0.095,upright,auto
Pv,Pv02,17,004,004,175,188,104,140,0,8,0.13,upright,auto
Pv,Pv02,18,021e,021,196,213,134,150,17,10,0.207,upright,auto
Pv,Pv02,19,020bf,020,214,227,134,149,13,8,0.3,upright,auto
Pv,Pv02,20,280,280,212,250,134,149,38,22,0.356,upright,auto
Pv,Pv02,21,021d,021,248,266,134,148,18,10,0.369,upright,auto
Pv,Pv02,22,027,027,260,289,132,149,29,17,0.411,upright,auto
Pv,Pv02,23,600,600,281,321,135,149,40,23,0.365,upright,auto
Pv,Pv02,24,209aj,209,304,352,135,149,48,27,0.377,upright,auto
Pv,Pv02,25,600,600,346,385,132,148,39,22,0.408,upright,auto
Pv,Pv02,26,048,048,375,391,132,148,16,9,0.412,upright,auto
Pv,Pv02,27,021d.048,021,387,422,131,145,35,20,0.396,upright,auto
Pv,Pv02,28,739,739,419,446,129,145,27,15,0.516,upright,auto
Pv,Pv02,29,020,020,445,462,130,144,17,10,0.506,upright,auto
Pv,Pv02,30,053ay,053,459,476,130,144,17,10,0.461,upright,auto
Pv,Pv02,31,360.041,360,457,508,128,144,51,29,0.484,upright,auto
Pv,Pv02,32,360.041,360,496,547,127,144,51,29,0.484,upright,auto
Pv,Pv02,33,430d,430,525,557,127,144,32,18,0.352,upright,auto
Pv,Pv02,34,047,047,548,571,131,145,23,13,0.297,upright,auto
Pv,Pv02,35,575,575,563,607,130,146,44,25,0.479,upright,auto
Pv,Pv03,0,575,575,574,597,162,191,23,22,0.378,flipped,auto
Pv,Pv03,1,004,004,561,572,169,192,11,6,0.412,flipped,auto
Pv,Pv03,2,578,578,551,576,164,194,25,20,0.284,flipped,auto
Pv,Pv03,3,070a,070,520,545,170,200,25,15,0.397,flipped,auto
Pv,Pv03,4,007,007,506,527,167,200,21,14,0.399,flipped,auto
Pv,Pv03,5,021d,021,492,502,173,198,10,8,0.31,flipped,auto
Pv,Pv03,6,095df,095,461,481,164,189,20,17,0.229,flipped,auto
Pv,Pv03,7,381,381,432,456,159,189,24,19,0.275,flipped,auto
Pv,Pv03,8,045,045,428,441,167,190,13,8,0.41,flipped,auto
Pv,Pv03,9,522,522,407,424,168,192,17,16,0.432,flipped,auto
Pv,Pv03,10,060a,060,393,399,187,193,6,8,0.478,flipped,auto
Pv,Pv03,11,301,301,358,388,165,200,30,23,0.392,flipped,auto
Pv,Pv03,12,060a,060,343,354,173,204,11,8,0.435,flipped,auto
Pv,Pv03,13,040a.003a,040,320,342,172,204,22,15,0.548,flipped,auto
Pv,Pv03,14,025b.300.009ch,025,289,318,171,205,29,23,0.515,flipped,auto
Pv,Pv03,15,002,002,263,291,174,205,28,24,0.436,flipped,auto
Pv,Pv03,16,474,474,266,278,175,205,12,8,0.485,flipped,auto
Pv,Pv03,17,445y,445,230,255,178,206,25,21,0.188,flipped,auto
Pv,Pv03,18,001,001,199,226,170,204,27,19,0.177,flipped,auto
Pv,Pv03,19,030c,030,199,207,184,209,8,6,0.253,flipped,auto
Pv,Pv03,20,030c,030,164,194,170,205,30,19,0.151,flipped,auto
Pv,Pv03,21,002Vd,002,136,167,172,206,31,21,0.17,flipped,auto
Pv,Pv03,22,431e,431,108,149,172,207,41,29,0.319,flipped,auto
Pv,Pv03,23,030dx,030,62,94,170,202,32,20,0.243,flipped,auto
Pv,Pv03,24,044y,044,70,81,171,185,11,6,0.357,flipped,auto
Pv,Pv03,25,048.081a,048,39,74,176,208,35,22,0.287,flipped,auto
Pv,Pv03,26,206cs,206,8,47,176,210,0,22,0.265,flipped,auto
Pv,Pv03,27,430b,430,0,22,175,209,0,25,-1.0,flipped,auto
Pv,Pv03,28,600,600,0,-12,174,210,0,19,-1.0,flipped,auto
Pv,Pv03,29,027,027,0,-29,180,217,0,15,0.49,flipped,auto
Pv,Pv03,30,700c,700,0,-52,181,218,0,11,0.528,flipped,auto
Pv,Pv03,31,011,011,0,-71,168,206,0,6,0.612,flipped,auto
Pv,Pv03,32,078y.308,078,0,-71,181,219,0,36,0.422,flipped,auto
Pv,Pv03,33,034d,034,0,-120,162,200,0,18,0.488,flipped,auto
Pv,Pv03,34,021d,021,0,-153,169,205,0,9,0.576,flipped,auto
Pv,Pv03,35,021d,021,0,-165,164,201,0,10,0.563,flipped,auto
Pv,Pv03,36,380.020by,380,0,-176,170,209,0,24,0.555,flipped,auto
Pv,Pv03,37,385y,385,0,-209,160,198,0,23,0.538,flipped,auto
Pv,Pv03,38,205y.001,205,0,-235,167,206,0,34,0.514,flipped,auto
Pv,Pv03,39,381,381,0,-285,169,206,0,20,0.569,flipped,auto
Pv,Pv04,0,065,065,162,179,200,219,17,10,0.364,upright,auto
Pv,Pv04,1,554b!,554,175,208,191,221,33,22,0.22,upright,auto
Pv,Pv04,2,311y!.048.210.600,311,195,296,200,236,101,79,0.206,upright,auto
Pv,Pv04,3,600,600,301,333,200,233,32,21,0.107,upright,auto
Pv,Pv04,4,027,027,332,352,212,232,20,15,0.196,upright,auto
Pv,Pv04,5,700c,700,348,360,209,244,12,8,0.292,upright,auto
Pv,Pv04,6,001,001,367,375,211,241,8,6,0.305,upright,auto
Pv,Pv04,7,078y.308,078,389,428,208,243,39,35,0.243,upright,auto
Pv,Pv04,8,034c,034,419,446,208,240,27,17,0.301,upright,auto
Pv,Pv04,9,607.006h.078,607,434,492,199,234,58,40,0.189,upright,auto
Pv,Pv04,10,057,057,492,506,199,224,14,9,0.348,upright,auto
Pv,Pv04,11,034d,034,507,531,203,237,24,17,0.064,upright,auto
Pv,Pv04,12,600a,600,531,553,205,235,22,20,0.162,upright,auto
Pv,Pv04,13,290,290,549,584,205,235,35,20,0.252,upright,auto
Pv,Pv04,14,600a,600,585,607,211,239,22,21,0.376,upright,auto
Pv,Pv04,15,045f,045,613,626,218,239,13,12,0.29,upright,auto
Pv,Pv04,16,256b,256,627,671,195,231,44,31,0.265,upright,auto
Pv,Pv04,17,006,006,667,683,202,223,16,10,0.273,upright,auto
Pv,Pv04,18,308,308,667,701,200,225,34,25,0.257,upright,auto
Pv,Pv04,19,034c,034,715,742,189,224,27,15,0.419,upright,auto
Pv,Pv04,20,216s,216,737,779,205,231,42,34,0.124,upright,auto
Pv,Pv04,21,099c,099,782,807,205,235,25,17,0.183,upright,auto
Pv,Pv04,22,446f,446,806,869,202,238,63,54,0.148,upright,auto
Pv,Pv04,23,606s,606,867,888,206,229,21,17,0.199,upright,auto
Pv,Pv04,24,034d,034,898,938,213,249,40,34,0.247,upright,auto
Pv,Pv04,25,202y.065,202,924,965,195,227,41,33,0.258,upright,auto
Pv,Pv04,26,222aj,222,983,994,203,236,11,8,0.37,upright,auto
Pv,Pv04,27,044,044,985,1008,196,231,23,20,0.263,upright,auto
Pv,Pv04,28,069.055a,069,1004,1031,196,226,27,22,0.335,upright,auto
Pv,Pv04,29,382,382,1033,1062,198,232,29,22,0.294,upright,auto
Pv,Pv04,30,421a,421,1068,1095,203,237,27,20,0.467,upright,auto
Pv,Pv04,31,095:549,095,1089,1126,203,236,37,21,0.6,upright,auto
Pv,Pv04,32,088.062,088,1124,1168,201,235,44,38,0.422,upright,auto
Pv,Pv04,33,200.700h.061h,200,1169,1180,205,233,11,14,0.328,upright,auto
Pv,Pv04,34,739,739,1187,1197,205,237,10,7,0.394,upright,auto
Pv,Pv04,35,040,040,1193,1213,209,237,20,15,0.251,upright,auto
Pv,Pv04,36,140,140,1221,1258,210,239,37,34,0.182,upright,auto
