side,line,position,head,print_ink_width,tracing_width,similarity,local_score
Qv,Qv04,12,430,34,20,0.2146,0.056
Qv,Qv04,13,600,32,15,0.2353,0.224
Qv,Qv04,14,027,21,10,0.2381,0.384
Qv,Qv04,15,700,13,6,0.2382,0.291
Qv,Qv04,16,011,82,50,0.3787,0.352
Qv,Qv04,17,078,19,8,0.2905,0.423
Qv,Qv04,18,021,19,8,0.2645,0.249
Qv,Qv04,19,021,90,41,0.3007,0.182
Qv,Qv04,20,380,83,33,0.1801,0.339
Qv,Qv04,21,205,35,18,0.3313,0.392
Qv,Qv04,22,381,22,9,0.2428,0.425
Qv,Qv04,23,021,16,7,0.3006,0.496
Qv,Qv05,0,5),118,71,0.2873,0.169
Qv,Qv05,1,421,38,22,0.3064,0.437
Qv,Qv05,2,095,49,20,0.1565,0.324
Qv,Qv05,3,087,55,24,0.2034,0.35
Qv,Qv05,4,200,71,42,0.3594,0.34
Qv,Qv05,5,739,26,15,0.3248,0.381
Qv,Qv05,6,040,18,8,0.2381,0.394
Qv,Qv05,7,140,29,13,0.3084,0.327
Qv,Qv05,8,316,97,57,0.3887,0.251
Qv,Qv05,9,301,42,20,0.1779,0.293
Qv,Qv05,10,004,38,19,0.2315,0.356
Qv,Qv05,11,004,42,25,0.2859,0.306
Qv,Qv05,12,209,36,20,0.2761,0.214
Qv,Qv05,13,081,13,9,0.0554,0.22
Qv,Qv05,14,050,99,61,0.2373,0.154
Qv,Qv05,15,450,32,20,0.2163,0.295
Qv,Qv05,16,034,22,12,0.1432,0.276
Qv,Qv05,17,027,37,22,0.2565,0.282
Qv,Qv05,18,081,17,17,0.1199,0.268
Qv,Qv05,19,050,22,10,0.1027,0.278
Qv,Qv05,20,450,25,12,0.2682,0.326
Qv,Qv05,21,060,24,10,0.2169,0.142
Qv,Qv05,22,300,83,42,0.302,0.273
Qv,Qv05,23,209,46,22,0.2005,0.414
Qv,Qv05,24,736,56,25,0.1875,0.271
Qv,Qv05,25,067,43,22,0.2974,0.176
Qv,Qv05,26,260,33,18,0.2654,0.436
Qv,Qv05,27,067,39,20,0.2623,0.33
Qv,Qv05,28,067,38,28,0.2596,0.359
Qv,Qv05,29,008,38,18,0.2375,0.396
Qv,Qv05,30,360,48,19,0.2211,0.281
Qv,Qv05,31,330,21,22,0.2308,0.169
Qv,Qv05,32,260,29,17,0.234,0.223
Qv,Qv05,33,280,43,22,0.2234,0.498
Qv,Qv05,34,260,31,19,0.1186,0.536
Qv,Qv05,35,466,14,23,0.1186,0.298
Qv,Qv06,1,670,8,21,0.2506,0.293
Qv,Qv06,2,081,39,19,0.1998,0.342
Qv,Qv06,3,083,35,15,0.1457,0.376
Qv,Qv06,4,344,51,22,0.2087,0.332
Qv,Qv06,5,048,39,16,0.2748,0.297
Qv,Qv06,6,044,35,23,0.24,0.19
Qv,Qv06,7,451,49,37,0.3123,0.286
Qv,Qv06,8,021,38,18,0.2437,0.305
Qv,Qv06,9,304,18,8,0.2366,0.315
Qv,Qv06,10,734,144,78,0.3619,0.21
Qv,Qv06,11,093,53,27,0.2327,0.297
Qv,Qv06,12,254,79,50,0.3756,0.351
Qv,Qv06,13,200,71,44,0.3226,0.292
Qv,Qv06,14,254,29,16,0.2938,0.4
Qv,Qv06,15,301,49,29,0.2575,0.372
Qv,Qv06,16,600,39,25,0.294,0.445
Qv,Qv06,17,015,45,23,0.2703,0.346
Qv,Qv06,18,301,24,10,0.1491,0.363
Qv,Qv06,19,600,99,49,0.2968,0.15
Qv,Qv06,20,200,51,31,0.3148,0.206
Qv,Qv06,21,600,45,22,0.3033,0.164
Qv,Qv06,22,200,111,65,0.3441,0.186
Qv,Qv06,23,346,56,23,0.2609,0.272
Qv,Qv06,24,305,44,18,0.1983,0.338
Qv,Qv06,25,001,38,15,0.2251,0.331
Qv,Qv06,26,430,39,16,0.235,0.204
Qv,Qv06,27,020,33,18,0.2702,0.351
Qv,Qv06,28,002,50,20,0.2431,0.109
Qv,Qv06,29,144,8,4,0.255,0.334
Qv,Qv07,9,571,29,21,0.1435,0.144
Qv,Qv07,10,380,105,64,0.2324,0.112
Qv,Qv07,11,300,43,26,0.2594,0.291
Qv,Qv07,12,209,83,40,0.2901,0.435
Qv,Qv07,13,300,33,16,0.2685,0.419
Qv,Qv07,14,084,40,20,0.2936,0.597
Qv,Qv07,15,034,19,10,0.2837,0.491
Qv,Qv07,16,710,97,48,0.2915,0.414
Qv,Qv07,17,204,16,16,0.1755,0.464
Qv,Qv07,18,755,28,14,0.2557,0.487
Qv,Qv07,19,755,33,19,0.2743,0.61
Qv,Qv07,20,006,29,17,0.3263,0.568
Qv,Qv07,21,205,35,20,0.3135,0.607
Qv,Qv07,22,375,53,27,0.2827,0.509
Qv,Qv07,23,008,60,54,0.2814,0.391
Qv,Qv07,24,430,34,17,0.2441,0.539
Qv,Qv07,25,002,45,22,0.3081,0.511
Qv,Qv07,26,002,42,21,0.1831,0.45
Qv,Qv07,27,144,33,19,0.2745,0.288
Qv,Qv07,28,026,39,19,0.1907,0.328
Qv,Qv07,29,006,28,13,0.1743,0.31
Qv,Qv07,30,700,22,11,0.3347,0.373
Qv,Qv07,31,008,29,19,0.3229,0.423
Qv,Qv07,32,670,45,23,0.24,0.384
Qv,Qv07,33,10),186,115,0.3569,0.096
Qv,Qv08,0,3),42,18,0.2055,0.379
Qv,Qv08,1,400,36,21,0.268,0.486
Qv,Qv08,2,072,27,11,0.1897,0.43
Qv,Qv08,3,002,13,6,0.1636,0.372
Qv,Qv08,4,003,43,17,0.2467,0.32
Qv,Qv08,5,072,29,12,0.1738,0.314
Qv,Qv08,6,002,44,18,0.1697,0.189
Qv,Qv08,7,430,31,20,0.2968,0.26
Qv,Qv08,8,072,28,11,0.1578,0.288
Qv,Qv08,9,002,55,26,0.2688,0.303
Qv,Qv08,10,200,24,10,0.2236,0.437
Qv,Qv08,11,045,18,8,0.2524,0.421
Qv,Qv08,12,004,22,9,0.2261,0.336
Qv,Qv08,13,045,55,22,0.1855,0.238
Qv,Qv08,14,001,21,10,0.2159,0.321
Qv,Qv08,15,045,17,7,0.1756,0.402
Qv,Qv08,16,004,64,38,0.289,0.241
Qv,Qv08,17,200,13,7,0.2039,0.397
Qv,Qv08,18,001,91,37,0.1554,0.418
Qv,Qv08,19,200,108,43,0.1319,0.553
Qv,Qv08,20,001,16,6,0.1426,0.473
Qv,Qv08,21,022,23,9,0.0437,0.404
Qv,Qv08,22,200,88,35,0.1402,0.343
Qv,Qv08,23,022,17,7,0.2042,0.412
Qv,Qv08,24,255,80,31,0.1296,0.394
Qv,Qv08,25,004,19,8,0.1197,0.299
Qv,Qv08,26,045,22,9,0.1958,0.347
Qv,Qv08,27,711,18,17,0.2725,0.43
Qv,Qv08,28,540,34,27,0.1553,0.319
Qv,Qv08,29,045,4,7,0.1324,0.073
Ra,Ra01,0,002,154,83,0.1611,-1.0
Ra,Ra01,1,306,43,8,0.1766,0.46
Ra,Ra01,2,060,129,25,0.2211,0.474
Ra,Ra01,3,280,43,8,0.2494,0.438
Ra,Ra01,4,301,81,15,0.1885,0.616
Ra,Ra01,5,020,65,12,0.2595,0.601
Ra,Ra01,6,020,27,5,0.0794,0.556
Ra,Ra01,7,048,44,8,0.236,0.445
Ra,Ra01,8,049,35,7,0.2389,0.526
Ra,Ra01,9,200,43,8,0.1454,0.512
Ra,Ra01,10,002,59,11,0.1271,0.381
Ra,Ra01,11,207,230,42,0.2055,0.292
Ra,Ra01,12,005,38,7,0.1292,0.391
Ra,Ra01,13,004,211,39,0.1605,0.42
Ra,Ra01,14,008,87,16,0.1462,0.495
Ra,Ra01,15,048,38,7,0.0906,0.578
Ra,Ra01,16,008,71,13,0.1033,0.42
Ra,Ra01,17,493,141,26,0.0773,0.431
Ra,Ra01,18,025,38,7,0.062,0.606
Ra,Ra01,19,226,32,6,0.122,0.566
Ra,Ra01,20,008,214,49,0.1364,0.416
Ra,Ra01,21,001,102,23,0.0755,0.596
Ra,Ra02,17,069,36,26,0.1973,0.199
Ra,Ra02,18,207,38,7,0.1339,0.569
Ra,Ra02,19,022,88,21,0.2738,0.489
Ra,Ra02,20,207,103,19,0.1295,0.403
Ra,Ra02,21,022,111,25,0.2348,0.44
Ra,Ra02,22,226,93,22,0.2448,0.525
Ra,Ra02,23,232,44,8,0.2211,0.659
Ra,Ra02,24,302,70,13,0.1835,0.597
Ra,Ra02,25,600,49,9,0.1979,0.49
Ra,Ra02,26,200,157,29,0.1707,0.47
Ra,Ra03,0,044,65,15,0.2148,0.404
Ra,Ra03,1,044,114,21,0.245,0.357
Ra,Ra03,2,036,103,19,0.2736,0.387
Ra,Ra03,3,004,75,17,0.2432,0.414
Ra,Ra03,4,410,104,30,0.3488,0.46
Ra,Ra03,5,004,63,15,0.1713,0.361
Ra,Ra03,6,153,91,25,0.3132,0.481
Ra,Ra03,7,011,31,6,0.3035,0.585
Ra,Ra03,8,721,68,18,0.3701,0.512
Ra,Ra03,9,040,25,7,0.3359,0.457
Ra,Ra03,10,002,25,7,0.416,0.46
Ra,Ra03,11,306,80,24,0.3354,0.448
Ra,Ra03,12,001,22,6,0.3965,0.516
Ra,Ra03,13,778,60,16,0.3279,0.572
Ra,Ra03,14,778,61,15,0.3662,0.433
Ra,Ra03,15,002,32,8,0.3458,0.325
Ra,Ra03,16,778,58,16,0.3679,0.339
Ra,Ra03,17,254,105,26,0.3269,0.344
Ra,Ra03,18,007,33,6,0.1663,0.321
Ra,Ra03,19,206,58,17,0.2323,0.207
Ra,Ra03,20,004,121,29,0.2409,0.244
Ra,Ra03,21,205,27,5,0.1508,0.342
Ra,Ra03,22,020,84,24,0.2792,0.462
Ra,Ra03,23,080,58,14,0.3607,0.498
Ra,Ra03,24,004,23,6,0.3392,0.527
Ra,Ra03,25,004,19,5,0.3064,0.244
Ra,Ra03,26,040,29,7,0.3353,0.295
Ra,Ra03,27,460,46,10,0.239,0.255
Ra,Ra03,28,070,81,18,0.2187,0.329
Ra,Ra03,29,600,72,17,0.203,0.232
Ra,Ra04,0,600,90,28,0.3857,0.325
Ra,Ra04,1,005,133,37,0.3985,0.344
Ra,Ra04,2,001,144,39,0.3954,0.405
Ra,Ra04,3,001,22,5,0.2944,0.281
Ra,Ra04,4,670,34,8,0.2011,0.305
Ra,Ra04,5,004,28,7,0.3521,0.318
Ra,Ra04,6,053,18,6,0.2956,0.543
Ra,Ra04,7,001,86,27,0.3882,0.545
Ra,Ra04,8,006,34,7,0.3385,0.551
Ra,Ra04,9,306,60,19,0.3637,0.449
Ra,Ra04,10,002,73,16,0.3071,0.431
Ra,Ra04,11,631,77,17,0.2914,0.415
Ra,Ra04,12,004,58,16,0.387,0.294
Ra,Ra04,13,004,61,16,0.245,0.292
Ra,Ra04,14,020,115,34,0.33,0.29
Ra,Ra04,15,004,34,7,0.2899,0.478
Ra,Ra04,16,002,107,23,0.2579,0.484
Ra,Ra04,17,206,55,15,0.2919,0.335
Ra,Ra04,18,050,18,6,0.2866,0.161
Ra,Ra04,19,301,87,21,0.1602,0.091
Ra,Ra04,20,200,106,25,0.2395,0.218
Ra,Ra04,21,004,38,7,0.1622,0.269
Ra,Ra04,22,050,47,16,0.1976,0.072
Ra,Ra04,23,073,57,11,0.1489,0.127
Ra,Ra04,24,070,53,12,0.1884,0.173
Ra,Ra05,0,040,39,9,0.1799,0.274
Ra,Ra05,1,760,31,6,0.2476,0.208
Ra,Ra05,2,600,178,54,0.3996,0.215
Ra,Ra05,3,599,74,14,0.2512,0.394
Ra,Ra05,4,007,265,78,0.3851,0.282
Ra,Ra05,5,027,48,12,0.2558,0.406
Ra,Ra05,6,077,29,7,0.2701,0.448
Ra,Ra05,7,034,88,20,0.2332,0.432
Ra,Ra05,8,004,38,7,0.2475,0.488
Ra,Ra05,9,522,79,19,0.2291,0.326
Ra,Ra05,10,700,64,17,0.2396,0.448
Ra,Ra05,11,600,72,16,0.2398,0.58
Ra,Ra05,12,059,44,8,0.2155,0.511
Ra,Ra05,13,004,62,14,0.1949,0.4
Ra,Ra05,14,006,42,12,0.303,0.315
Ra,Ra05,15,030,89,23,0.2495,0.271
Ra,Ra05,16,450,33,6,0.1984,0.246
Ra,Ra05,17,044,27,5,0.0546,0.32
Ra,Ra05,18,055,21,8,0.0704,0.098
Ra,Ra06,2,561,65,12,0.0717,0.219
Ra,Ra06,3,700,49,9,0.09,0.472
Ra,Ra06,4,280,108,20,0.1877,0.517
Ra,Ra06,5,616,125,23,0.1903,0.483
Ra,Ra06,6,001,27,5,0.2255,0.59
Ra,Ra06,7,007,108,20,0.2185,0.33
Ra,Ra06,8,600,97,18,0.1356,0.415
Ra,Ra06,9,300,97,19,0.2425,0.401
Ra,Ra06,10,001,59,18,0.2593,0.405
Ra,Ra06,11,007,69,18,0.1978,0.274
Ra,Ra06,12,067,82,17,0.1955,0.166
Ra,Ra06,13,067,117,26,0.2219,0.055
Ra,Ra06,14,460,46,20,0.2288,0.006
Ra,Ra06,15,001,29,9,0.29,0.119
Ra,Ra06,16,630,112,23,0.1921,0.084
Ra,Ra06,17,700,64,15,0.1264,0.115
Ra,Ra06,18,595,86,21,0.293,0.051
Ra,Ra06,19,005,19,6,0.3143,0.213
Ra,Ra06,20,062,50,12,0.2972,0.243
Ra,Ra06,21,280,32,7,0.2032,0.221
Ra,Ra06,22,067,44,8,0.195,0.414
Ra,Ra06,23,569,38,8,0.231,0.15
Ra,Ra06,24,001,39,8,0.1072,0.203
Ra,Ra06,25,040,65,12,0.1198,0.532
Ra,Ra06,26,040,32,6,0.1288,0.575
Ra,Ra06,27,600,54,10,0.1173,0.365
Ra,Ra06,28,002,42,9,0.1913,0.331
Ra,Ra06,29,020,43,8,0.2239,0.499
Ra,Ra06,30,080,65,12,0.1531,0.545
Rb,Rb01,0,206,176,237,0.0774,-1.0
Rb,Rb01,1,007,161,35,0.1847,0.185
Rb,Rb01,2,306,124,29,0.1687,0.178
Rb,Rb01,3,028,169,51,0.3131,0.348
Rb,Rb01,4,642,50,10,0.1593,0.458
Rb,Rb01,5,043,35,7,0.1487,0.382
Rb,Rb01,6,065,137,39,0.2945,0.419
Rb,Rb01,7,001,23,5,0.1395,0.535
Rb,Rb01,8,506,27,6,0.1267,0.616
Rb,Rb02,0,410,136,85,0.2778,0.244
Rb,Rb02,1,400,57,16,0.3227,0.528
Rb,Rb02,2,001,93,21,0.224,0.577
Rb,Rb02,3,007,78,18,0.2282,0.493
Rb,Rb02,4,700,58,13,0.2299,0.443
Rb,Rb02,5,093,32,7,0.2011,0.573
Rb,Rb02,6,040,34,7,0.169,0.527
Rb,Rb02,7,040,256,69,0.3566,0.304
Rb,Rb02,8,062,99,22,0.2131,0.348
Rb,Rb02,9,309,91,28,0.2577,0.353
Rb,Rb02,10,007,105,22,0.2403,0.347
Rb,Rb02,11,206,103,20,0.2422,0.367
Rb,Rb02,12,522,103,20,0.2464,0.405
Rb,Rb02,13,099,45,9,0.2671,0.317
Rb,Rb02,14,073,32,6,0.1947,0.286
Rb,Rb02,15,700,40,8,0.0732,0.342
Rb,Rb02,16,001,76,15,0.1894,0.358
Rb,Rb02,17,040,109,34,0.2809,0.188
Rb,Rb02,18,005,45,9,0.153,0.386
Rb,Rb02,19,680,10,5,0.0631,0.253
Rb,Rb02,20,050,92,28,0.1071,0.182
Rb,Rb03,5,001,69,14,0.0939,0.352
Rb,Rb03,6,680,95,35,0.1895,0.403
Rb,Rb03,7,254,173,35,0.2423,0.319
Rb,Rb03,8,680,149,35,0.2163,0.293
Rb,Rb03,9,002,40,8,0.2259,0.335
Rb,Rb03,10,680,111,33,0.351,0.373
Rb,Rb03,11,002,32,8,0.2844,0.331
Rb,Rb03,12,680,111,34,0.3316,0.322
Rb,Rb03,13,020,57,15,0.2906,0.486
Rb,Rb03,14,007,75,22,0.259,0.421
Rb,Rb03,15,304,244,65,0.3359,0.213
Rb,Rb04,0,060,45,11,0.2584,0.343
Rb,Rb04,1,280,139,37,0.3118,0.326
Rb,Rb04,2,003,40,9,0.2143,0.366
Rb,Rb04,3,700,40,8,0.2138,0.525
Rb,Rb04,4,700,40,8,0.22,0.548
Rb,Rb04,5,700,45,9,0.1675,0.58
Rb,Rb05,11,002,156,42,0.3153,0.029
Rb,Rb05,12,254,108,21,0.2121,0.268
Rb,Rb05,13,003,139,38,0.3107,0.213
Rb,Rb05,14,047,102,28,0.2732,0.319
Rb,Rb05,15,070,56,13,0.1848,0.325
Rb,Rb05,16,074,31,10,0.2589,0.344
Rb,Rb05,17,001,24,5,0.1504,0.439
Rb,Rb05,18,700,31,8,0.2147,0.48
Rb,Rb05,19,007,82,19,0.1856,0.438
Rb,Rb05,20,005,91,22,0.2614,0.311
Rb,Rb05,21,002,55,13,0.2465,0.259
Rb,Rb05,22,700,31,8,0.2337,0.248
Rb,Rb06,19,700,23,31,0.0952,-1.0
Rb,Rb06,20,200,25,6,0.1895,0.223
Rb,Rb06,21,001,29,7,0.1306,0.435
Rb,Rb06,22,001,24,6,0.2003,0.432
Rb,Rb06,23,004,35,7,0.2273,0.39
Rb,Rb06,24,004,55,17,0.2539,0.399
Rb,Rb06,25,005,27,8,0.2369,0.33
Rb,Rb06,26,065,71,17,0.2463,0.269
Rb,Rb06,27,007,69,20,0.266,0.207
Rb,Rb06,28,067,56,17,0.2789,0.378
Rb,Rb06,29,280,24,5,0.1833,0.438
Rb,Rb07,0,050,90,23,0.2447,0.38
Rb,Rb07,1,089,36,11,0.2902,0.426
Rb,Rb07,2,600,68,19,0.2883,0.345
Rb,Rb07,3,045,33,6,0.2249,0.333
Rb,Rb07,4,005,105,27,0.2613,0.365
Rb,Rb07,5,024,47,10,0.2384,0.346
Rb,Rb07,6,001,33,6,0.2047,0.366
Rb,Rb07,7,200,103,30,0.3149,0.331
Rb,Rb07,8,001,35,7,0.2294,0.409
Rb,Rb07,9,001,27,5,0.2381,0.391
Rb,Rb07,10,116,90,19,0.266,0.512
Rb,Rb07,11,002,64,15,0.2163,0.405
Rb,Rb07,12,700,78,18,0.2555,0.327
Rb,Rb07,13,205,70,22,0.2243,0.423
Rb,Rb07,14,001,22,5,0.2269,0.478
Rb,Rb07,15,254,121,36,0.3095,0.307
Rb,Rb07,16,082,57,15,0.2659,0.286
Rb,Rb07,17,244,149,42,0.3433,0.335
Rb,Rb07,18,575,79,23,0.248,0.557
Rb,Rb07,19,004,33,7,0.2078,0.593
Rb,Rb07,20,575,80,23,0.2426,0.442
Rb,Rb07,21,583,103,26,0.2595,0.344
Rb,Rb07,22,082,62,14,0.2779,0.402
Rb,Rb07,23,606,169,38,0.2967,0.241
Rb,Rb07,24,004,19,6,0.2883,0.231
Rb,Rb07,25,771,51,20,0.2567,0.311
Rb,Rb08,1,680,51,34,0.2447,0.087
Rb,Rb08,2,762,107,30,0.277,0.263
Rb,Rb08,3,680,122,37,0.3625,0.333
Rb,Rb08,4,127,60,14,0.159,0.144
Rb,Rb08,5,762,29,8,0.1182,0.264
Rb,Rb08,6,127,233,69,0.3096,0.25
Rb,Rb08,7,280,74,21,0.2858,0.292
Rb,Rb08,8,606,137,41,0.3464,0.318
Rb,Rb08,9,001,29,7,0.2282,0.369
Rb,Rb08,10,280,71,19,0.2745,0.355
Rb,Rb08,11,606,121,38,0.3182,0.259
Rb,Rb08,12,005,50,13,0.1883,0.305
Rb,Rb08,13,730,119,31,0.263,0.275
Rb,Rb08,14,301,86,26,0.3033,0.256
Rb,Rb08,15,073,110,24,0.1419,0.286
Rb,Rb08,16,073,263,74,0.3127,0.084
Sa,Sa01,0,739,58,75,0.1826,0.373
Sa,Sa01,1,062,34,28,0.1949,0.471
Sa,Sa01,2,053,18,18,0.2927,0.484
Sa,Sa01,3,015,12,10,0.302,0.473
Sa,Sa01,4,046,7,6,0.3297,0.517
Sa,Sa01,5,110,23,20,0.2567,0.416
Sa,Sa01,6,002,11,9,0.2835,0.436
Sa,Sa01,7,060,12,10,0.2572,0.402
Sa,Sa01,8,001,11,9,0.2835,0.419
Sa,Sa01,9,280,8,8,0.1773,0.535
Sa,Sa01,10,306,7,7,0.3696,0.487
Sa,Sa01,11,004,24,20,0.3203,0.506
Sa,Sa01,12,745,38,31,0.3218,0.351
Sa,Sa01,13,067,22,18,0.2199,0.394
Sa,Sa01,14,022,32,25,0.2094,0.48
Sa,Sa01,15,067,24,21,0.237,0.354
Sa,Sa01,16,001,35,29,0.2531,0.456
Sa,Sa01,17,254,46,40,0.2039,0.324
Sa,Sa01,18,002,11,9,0.3678,0.569
Sa,Sa01,19,069,11,9,0.2228,0.425
Sa,Sa01,20,282,38,30,0.2585,0.285
Sa,Sa01,21,079,12,11,0.2661,0.343
Sa,Sa01,22,062,18,15,0.2379,0.387
Sa,Sa01,23,631,23,18,0.297,0.378
Sa,Sa01,24,607,38,30,0.262,0.322
Sa,Sa01,25,089,17,14,0.2928,0.504
Sa,Sa01,26,096,18,16,0.2778,0.439
Sa,Sa01,27,205,31,26,0.2714,0.432
Sa,Sa02,2,020,27,26,0.2941,0.09
Sa,Sa02,3,056,18,12,0.2881,0.365
Sa,Sa02,4,209,25,23,0.2613,0.269
Sa,Sa02,5,260,78,62,0.3948,0.134
Sa,Sa02,6,001,55,39,0.277,0.2
Sa,Sa02,7,306,49,31,0.248,0.296
Sa,Sa02,8,226,32,29,0.2721,0.299
Sa,Sa02,9,005,37,32,0.243,0.174
Sa,Sa02,10,260,20,18,0.2514,0.303
Sa,Sa02,11,001,29,22,0.2861,0.156
Sa,Sa02,12,204,39,28,0.2436,0.182
Sa,Sa02,13,001,8,6,0.2798,0.446
Sa,Sa02,14,022,53,43,0.3288,0.155
Sa,Sa02,15,027,44,42,0.3328,0.369
Sa,Sa02,16,077,30,29,0.2069,0.17
Sa,Sa02,17,522,26,23,0.1905,0.249
Sa,Sa02,18,011,18,21,0.1343,0.235
Sa,Sa02,25,459,7,11,0.1344,0.622
Sa,Sa02,26,003,4,7,0.3288,0.253
Sa,Sa02,27,306,27,21,0.1467,0.097
Sa,Sa02,28,280,33,29,0.2338,0.214
Sa,Sa02,29,200,46,32,0.2158,0.249
Sa,Sa03,3,001,29,30,0.2085,0.236
Sa,Sa03,4,004,16,17,0.1844,0.243
Sa,Sa03,5,090,47,46,0.3221,0.132
Sa,Sa03,6,670,57,48,0.3246,0.26
Sa,Sa03,7,200,39,34,0.3075,0.123
Sa,Sa03,8,004,20,19,0.2132,0.281
Sa,Sa03,9,745,25,24,0.2432,0.338
Sa,Sa03,10,306,32,30,0.2505,0.345
Sa,Sa03,11,400,20,20,0.3041,0.239
Sa,Sa03,12,522,23,21,0.263,0.293
Sa,Sa03,13,016,6,6,0.2502,0.235
Sa,Sa03,14,070,23,14,0.2233,0.263
Sa,Sa03,15,046,8,10,0.3383,0.264
Sa,Sa03,16,522,25,19,0.2174,0.299
Sa,Sa03,17,002,9,8,0.2853,0.213
Sa,Sa03,18,386,31,26,0.2809,0.263
Sa,Sa03,19,002,22,17,0.2849,0.371
Sa,Sa03,20,141,19,12,0.2725,0.442
Sa,Sa03,21,093,25,18,0.2843,0.559
Sa,Sa03,22,001,11,6,0.298,0.637
Sa,Sa03,23,001,23,15,0.2717,0.428
Sa,Sa03,24,380,18,24,0.2119,-1.0
Sa,Sa04,0,067,18,12,0.1914,0.156
Sa,Sa04,1,022,8,8,0.2288,0.156
Sa,Sa04,2,046,13,9,0.2666,0.164
Sa,Sa04,3,522,23,22,0.2249,0.197
Sa,Sa04,4,046,16,10,0.2446,0.165
Sa,Sa04,5,022,11,7,0.2639,0.275
Sa,Sa04,6,046,14,10,0.2268,0.371
Sa,Sa04,7,246,41,35,0.2546,0.188
Sa,Sa04,8,001,30,19,0.188,0.241
Sa,Sa04,9,280,26,20,0.2609,0.172
Sa,Sa04,10,001,8,6,0.2094,0.223
Sa,Sa04,11,001,8,6,0.299,0.448
Sa,Sa04,12,001,47,38,0.3108,0.282
Sa,Sa04,13,206,31,29,0.2601,0.122
Sa,Sa04,14,206,61,60,0.3433,0.053
Sa,Sa04,15,260,31,35,0.21,0.004
Sa,Sa04,16,430,33,20,0.1124,0.25
Sa,Sa04,17,522,8,6,0.0959,0.391
Sa,Sa04,18,590,22,13,0.0826,0.583
Sa,Sa04,19,017,8,6,0.1148,0.573
Sa,Sa04,20,070,7,5,0.1628,0.497
Sa,Sa04,21,017,60,37,0.1627,0.393
Sa,Sa04,22,001,13,9,0.072,0.451
Sa,Sa04,23,510,33,20,0.0846,0.345
Sa,Sa04,24,039,26,18,0.0634,0.275
Sa,Sa04,25,040,31,22,0.0617,0.278
Sa,Sa04,26,670,28,20,0.0466,0.266
Sa,Sa05,25,755,28,17,0.0655,0.278
Sa,Sa05,26,022,7,5,0.027,0.291
Sa,Sa05,27,600,33,20,0.0827,0.347
Sa,Sa05,28,159,18,12,0.0854,0.395
Sa,Sa05,29,060,12,8,0.0941,0.411
Sa,Sa05,30,576,55,34,0.1465,0.389
Sa,Sa05,31,306,54,33,0.1589,0.386
Sa,Sa05,32,001,7,5,0.2512,0.366
Sa,Sa05,33,089,18,12,0.2203,0.361
Sa,Sa05,34,005,14,12,0.1998,0.384
Sa,Sa05,35,001,7,5,0.246,0.489
Sa,Sa05,36,190,56,35,0.1666,0.466
Sa,Sa05,37,022,12,8,0.1724,0.427
Sa,Sa05,38,055,11,7,0.2443,0.403
Sa,Sa05,39,045,12,7,0.2247,0.397
Sa,Sa05,40,540,11,7,0.2236,0.43
Sa,Sa05,41,739,40,25,0.0987,0.27
Sa,Sa05,42,522,40,25,0.1167,0.398
Sa,Sa05,43,301,23,14,0.1421,0.443
Sa,Sa05,44,260,27,16,0.1755,0.476
Sa,Sa05,45,200,112,67,0.2365,0.434
