side,line,position,head,height,width,stroke_px,stroke_ratio,density
Qv,Qv05,29,008,30,38,2.69,0.0897,0.339
Qv,Qv05,30,360,44,48,2.64,0.06,0.304
Qv,Qv05,32,260,37,29,2.16,0.0584,0.195
Qv,Qv05,33,280,37,43,2.09,0.0565,0.201
Qv,Qv05,34,260,22,31,2.05,0.0933,0.117
Qv,Qv05,35,466,9,14,2.15,0.2385,0.254
Qv,Qv06,1,670,10,8,2.06,0.2055,0.362
Qv,Qv06,2,081,27,39,2.33,0.0861,0.355
Qv,Qv06,3,083,39,35,2.11,0.0541,0.229
Qv,Qv06,4,344,37,51,2.32,0.0627,0.253
Qv,Qv06,5,048,45,39,2.27,0.0504,0.299
Qv,Qv06,7,451,43,49,2.28,0.0529,0.266
Qv,Qv06,8,021,46,38,2.55,0.0555,0.305
Qv,Qv06,9,304,38,18,2.25,0.0592,0.332
Qv,Qv06,10,734,44,144,2.23,0.0506,0.191
Qv,Qv06,11,093,40,53,2.2,0.055,0.168
Qv,Qv06,12,254,45,79,2.21,0.0491,0.204
Qv,Qv06,13,200,45,71,2.07,0.0461,0.13
Qv,Qv06,14,254,37,29,2.01,0.0543,0.145
Qv,Qv06,15,301,41,49,2.02,0.0493,0.086
Qv,Qv06,16,600,32,39,2.12,0.0664,0.251
Qv,Qv06,17,015,45,45,2.13,0.0473,0.19
Qv,Qv06,18,301,26,24,2.17,0.0834,0.396
Qv,Qv06,20,200,46,51,2.33,0.0507,0.202
Qv,Qv06,23,346,47,56,2.17,0.0462,0.268
Qv,Qv06,24,305,39,44,2.12,0.0543,0.325
Qv,Qv06,25,001,44,38,2.26,0.0513,0.317
Qv,Qv06,26,430,44,39,2.21,0.0501,0.333
Qv,Qv06,27,020,41,33,2.07,0.0504,0.231
Qv,Qv06,29,144,15,8,2.15,0.1432,0.567
Qv,Qv07,11,300,42,43,2.35,0.056,0.264
Qv,Qv07,12,209,39,83,2.17,0.0556,0.318
Qv,Qv07,13,300,46,33,2.18,0.0474,0.281
Qv,Qv07,14,084,38,40,2.13,0.0561,0.302
Qv,Qv07,15,034,35,19,2.16,0.0618,0.338
Qv,Qv07,16,710,47,97,2.07,0.0441,0.259
Qv,Qv07,17,204,20,16,2.0,0.1,0.116
Qv,Qv07,18,755,24,28,2.04,0.085,0.281
Qv,Qv07,19,755,35,33,2.08,0.0593,0.277
Qv,Qv07,20,006,45,29,2.09,0.0465,0.33
Qv,Qv07,21,205,41,35,2.07,0.0506,0.318
Qv,Qv07,22,375,46,53,2.12,0.0461,0.273
Qv,Qv07,23,008,46,60,2.22,0.0482,0.246
Qv,Qv07,24,430,34,34,2.34,0.0688,0.323
Qv,Qv07,25,002,47,45,2.26,0.0481,0.309
Qv,Qv07,26,002,28,42,2.19,0.0781,0.326
Qv,Qv07,27,144,43,33,2.28,0.053,0.21
Qv,Qv07,28,026,39,39,2.25,0.0577,0.246
Qv,Qv07,29,006,39,28,2.28,0.0585,0.337
Qv,Qv07,30,700,45,22,2.35,0.0521,0.394
Qv,Qv07,31,008,34,29,2.66,0.0784,0.318
Qv,Qv07,32,670,37,45,2.51,0.0679,0.262
Qv,Qv08,0,3),27,42,2.25,0.0833,0.255
Qv,Qv08,1,400,33,36,2.19,0.0663,0.261
Qv,Qv08,2,072,35,27,2.44,0.0696,0.287
Qv,Qv08,3,002,15,13,2.14,0.1424,0.436
Qv,Qv08,4,003,40,43,2.57,0.0642,0.272
Qv,Qv08,5,072,41,29,3.52,0.0858,0.177
Qv,Qv08,7,430,41,31,2.19,0.0534,0.222
Qv,Qv08,8,072,38,28,2.7,0.0711,0.229
Qv,Qv08,9,002,41,55,2.3,0.0562,0.332
Qv,Qv08,10,200,40,24,2.16,0.0541,0.293
Qv,Qv08,11,045,34,18,2.61,0.0769,0.438
Qv,Qv08,12,004,37,22,2.19,0.0592,0.305
Qv,Qv08,13,045,38,55,2.3,0.0606,0.348
Qv,Qv08,14,001,41,21,2.35,0.0572,0.314
Qv,Qv08,15,045,24,17,2.24,0.0932,0.373
Qv,Qv08,16,004,43,64,2.03,0.0473,0.157
Qv,Qv08,17,200,34,13,2.04,0.06,0.172
Qv,Qv08,18,001,37,91,2.94,0.0793,0.164
Qv,Qv08,19,200,29,108,3.52,0.1212,0.288
Qv,Qv08,20,001,26,16,3.68,0.1417,0.409
Qv,Qv08,21,022,10,23,4.47,0.4466,0.709
Qv,Qv08,22,200,36,88,5.62,0.1561,0.516
Qv,Qv08,23,022,36,17,4.07,0.1131,0.507
Qv,Qv08,24,255,39,80,2.48,0.0635,0.225
Qv,Qv08,25,004,23,19,2.27,0.0987,0.4
Qv,Qv08,26,045,33,22,2.12,0.0644,0.435
Qv,Qv08,27,711,20,18,2.0,0.1,0.2
Qv,Qv08,28,540,19,34,2.0,0.1053,0.153
Ra,Ra01,1,306,58,43,3.61,0.0623,0.263
Ra,Ra01,2,060,69,129,4.04,0.0585,0.241
Ra,Ra01,3,280,79,43,4.26,0.0539,0.315
Ra,Ra01,4,301,79,81,5.19,0.0656,0.36
Ra,Ra01,5,020,76,65,4.81,0.0633,0.456
Ra,Ra01,6,020,19,27,5.01,0.2637,0.481
Ra,Ra01,7,048,72,44,4.37,0.0607,0.399
Ra,Ra01,8,049,64,35,6.64,0.1038,0.393
Ra,Ra01,9,200,54,43,4.47,0.0827,0.257
Ra,Ra01,10,002,47,59,4.82,0.1026,0.447
Ra,Ra01,11,207,64,230,5.19,0.0811,0.345
Ra,Ra01,12,005,39,38,6.83,0.175,0.59
Ra,Ra01,13,004,50,211,6.6,0.1321,0.343
Ra,Ra01,14,008,44,87,5.16,0.1172,0.387
Ra,Ra01,15,048,48,38,5.15,0.1073,0.328
Ra,Ra01,16,008,33,71,4.38,0.1326,0.279
Ra,Ra01,17,493,47,141,5.39,0.1146,0.295
Ra,Ra01,18,025,36,38,5.15,0.143,0.404
Ra,Ra01,19,226,40,32,5.01,0.1252,0.57
Ra,Ra01,20,008,38,214,4.96,0.1305,0.316
Ra,Ra01,21,001,29,102,4.53,0.1562,0.254
Ra,Ra02,18,207,53,38,4.77,0.09,0.313
Ra,Ra02,19,022,82,88,4.8,0.0586,0.289
Ra,Ra02,20,207,49,103,5.42,0.1107,0.408
Ra,Ra02,21,022,68,111,4.92,0.0724,0.255
Ra,Ra02,22,226,68,93,4.13,0.0607,0.179
Ra,Ra02,23,232,73,44,4.02,0.055,0.2
Ra,Ra02,24,302,71,70,4.9,0.069,0.314
Ra,Ra02,25,600,72,49,4.69,0.0651,0.35
Ra,Ra02,26,200,74,157,5.24,0.0709,0.225
Ra,Ra03,0,044,75,65,4.12,0.0549,0.192
Ra,Ra03,1,044,86,114,5.24,0.061,0.34
Ra,Ra03,2,036,86,103,5.53,0.0643,0.305
Ra,Ra03,3,004,75,75,6.27,0.0836,0.379
Ra,Ra03,4,410,85,104,5.32,0.0626,0.329
Ra,Ra03,5,004,61,63,4.66,0.0763,0.166
Ra,Ra03,6,153,84,91,4.58,0.0546,0.217
Ra,Ra03,7,011,68,31,5.35,0.0787,0.41
Ra,Ra03,8,721,77,68,4.51,0.0585,0.31
Ra,Ra03,9,040,69,25,4.32,0.0626,0.361
Ra,Ra03,10,002,69,25,4.32,0.0626,0.361
Ra,Ra03,11,306,81,80,3.74,0.0461,0.178
Ra,Ra03,12,001,65,22,4.98,0.0766,0.39
Ra,Ra03,13,778,74,60,3.97,0.0537,0.225
Ra,Ra03,14,778,80,61,4.46,0.0558,0.294
Ra,Ra03,15,002,77,32,4.44,0.0577,0.258
Ra,Ra03,16,778,82,58,4.39,0.0536,0.259
Ra,Ra03,17,254,83,105,4.44,0.0535,0.277
Ra,Ra03,18,007,77,33,4.04,0.0525,0.189
Ra,Ra03,19,206,76,58,4.43,0.0583,0.172
Ra,Ra03,20,004,68,121,4.36,0.0641,0.224
Ra,Ra03,21,205,51,27,3.66,0.0718,0.229
Ra,Ra03,22,020,65,84,4.39,0.0675,0.273
Ra,Ra03,23,080,76,58,4.56,0.06,0.323
Ra,Ra03,24,004,65,23,4.03,0.062,0.296
Ra,Ra03,25,004,59,19,4.21,0.0713,0.331
Ra,Ra03,26,040,61,29,4.21,0.0691,0.289
Ra,Ra03,27,460,65,46,4.84,0.0745,0.386
Ra,Ra03,28,070,67,81,4.53,0.0676,0.316
Ra,Ra03,29,600,64,72,4.58,0.0716,0.222
Ra,Ra04,0,600,76,90,4.41,0.058,0.3
Ra,Ra04,1,005,79,133,4.61,0.0583,0.302
Ra,Ra04,2,001,80,144,4.59,0.0574,0.25
Ra,Ra04,3,001,57,22,4.07,0.0713,0.364
Ra,Ra04,4,670,55,34,4.41,0.0803,0.266
Ra,Ra04,5,004,68,28,5.27,0.0775,0.364
Ra,Ra04,6,053,43,18,4.28,0.0996,0.341
Ra,Ra04,7,001,77,86,4.49,0.0583,0.299
Ra,Ra04,8,006,73,34,5.38,0.0737,0.378
Ra,Ra04,9,306,84,60,4.47,0.0532,0.306
Ra,Ra04,10,002,72,73,4.7,0.0653,0.335
Ra,Ra04,11,631,77,77,4.87,0.0633,0.303
Ra,Ra04,12,004,78,58,5.07,0.065,0.34
Ra,Ra04,13,004,79,61,5.32,0.0674,0.276
Ra,Ra04,14,020,80,115,5.84,0.073,0.281
Ra,Ra04,15,004,73,34,5.03,0.0688,0.411
Ra,Ra04,16,002,83,107,5.27,0.0635,0.317
Ra,Ra04,17,206,72,55,5.13,0.0712,0.274
Ra,Ra04,20,200,78,106,5.75,0.0737,0.204
Ra,Ra04,21,004,67,38,4.97,0.0742,0.18
Ra,Ra05,0,040,66,39,5.41,0.0819,0.17
Ra,Ra05,1,760,74,31,5.17,0.0699,0.299
Ra,Ra05,2,600,82,178,4.43,0.054,0.27
Ra,Ra05,3,599,83,74,4.13,0.0497,0.214
Ra,Ra05,4,007,88,265,4.26,0.0484,0.227
Ra,Ra05,5,027,76,48,4.35,0.0573,0.244
Ra,Ra05,6,077,70,29,4.87,0.0696,0.348
Ra,Ra05,7,034,72,88,5.28,0.0733,0.3
Ra,Ra05,8,004,75,38,4.64,0.0618,0.346
Ra,Ra05,9,522,71,79,4.19,0.0591,0.242
Ra,Ra05,10,700,76,64,4.72,0.062,0.292
Ra,Ra05,11,600,78,72,5.5,0.0706,0.313
Ra,Ra05,12,059,65,44,4.8,0.0739,0.339
Ra,Ra05,13,004,62,62,4.65,0.075,0.249
Ra,Ra05,14,006,73,42,5.62,0.077,0.319
Ra,Ra05,15,030,78,89,4.28,0.0548,0.203
Ra,Ra05,16,450,59,33,6.96,0.118,0.423
Ra,Ra05,17,044,21,27,5.8,0.2764,0.667
Ra,Ra06,2,561,71,65,7.28,0.1026,0.265
Ra,Ra06,3,700,43,49,7.33,0.1704,0.393
Ra,Ra06,4,280,84,108,5.41,0.0645,0.28
Ra,Ra06,5,616,89,125,5.58,0.0627,0.261
Ra,Ra06,6,001,70,27,5.31,0.0759,0.416
Ra,Ra06,7,007,83,108,6.14,0.0739,0.329
Ra,Ra06,8,600,46,97,5.45,0.1186,0.321
Ra,Ra06,9,300,82,97,4.79,0.0584,0.23
Ra,Ra06,10,001,74,59,5.26,0.0711,0.268
Ra,Ra06,11,007,61,69,4.45,0.073,0.213
Ra,Ra06,19,005,74,19,4.87,0.0658,0.477
Ra,Ra06,20,062,76,50,5.2,0.0684,0.277
Ra,Ra06,21,280,65,32,5.08,0.0781,0.354
Ra,Ra06,22,067,58,44,5.38,0.0927,0.398
Ra,Ra06,24,001,48,39,6.9,0.1438,0.337
Ra,Ra06,25,040,57,65,5.29,0.0928,0.309
Ra,Ra06,26,040,56,32,5.63,0.1006,0.422
Ra,Ra06,27,600,64,54,5.96,0.0931,0.382
Ra,Ra06,28,002,46,42,5.36,0.1164,0.336
Ra,Ra06,29,020,77,43,5.09,0.0661,0.206
Ra,Ra06,30,080,72,65,5.44,0.0755,0.236
Rb,Rb01,3,028,78,169,5.46,0.07,0.221
Rb,Rb01,4,642,68,50,5.02,0.0739,0.297
Rb,Rb01,5,043,68,35,4.8,0.0706,0.266
Rb,Rb01,6,065,75,137,4.48,0.0597,0.228
Rb,Rb01,7,001,17,23,3.17,0.1863,0.478
Rb,Rb01,8,506,17,27,3.26,0.1917,0.488
Rb,Rb02,0,410,56,136,5.85,0.1044,0.244
Rb,Rb02,1,400,78,57,4.87,0.0624,0.303
Rb,Rb02,2,001,88,93,4.15,0.0471,0.243
Rb,Rb02,3,007,66,78,3.45,0.0522,0.21
Rb,Rb02,4,700,70,58,3.02,0.0431,0.15
Rb,Rb02,5,093,65,32,3.42,0.0526,0.199
Rb,Rb02,6,040,57,34,3.99,0.07,0.304
Rb,Rb02,7,040,91,256,3.88,0.0427,0.164
Rb,Rb02,8,062,79,99,4.38,0.0554,0.241
Rb,Rb02,9,309,88,91,7.11,0.0808,0.203
Rb,Rb02,10,007,91,105,6.24,0.0686,0.286
Rb,Rb02,11,206,88,103,6.8,0.0773,0.291
Rb,Rb02,12,522,88,103,6.05,0.0687,0.25
Rb,Rb02,13,099,89,45,5.0,0.0562,0.31
Rb,Rb02,14,073,66,32,6.66,0.1009,0.361
Rb,Rb02,15,700,49,40,7.73,0.1578,0.27
Rb,Rb02,16,001,88,76,6.92,0.0786,0.223
Rb,Rb02,18,005,58,45,5.49,0.0947,0.354
Rb,Rb02,19,680,5,10,2.54,0.5073,0.66
Rb,Rb03,5,001,37,69,6.47,0.1749,0.338
Rb,Rb03,6,680,44,95,6.28,0.1427,0.309
Rb,Rb03,7,254,92,173,5.06,0.055,0.275
Rb,Rb03,8,680,85,149,3.88,0.0456,0.146
Rb,Rb03,9,002,70,40,3.25,0.0464,0.234
Rb,Rb03,10,680,83,111,3.62,0.0436,0.243
Rb,Rb03,11,002,74,32,3.71,0.0502,0.323
Rb,Rb03,12,680,92,111,3.68,0.0401,0.274
Rb,Rb03,13,020,84,57,2.8,0.0333,0.176
Rb,Rb03,14,007,92,75,3.67,0.0399,0.219
Rb,Rb03,15,304,92,244,3.61,0.0392,0.197
Rb,Rb04,0,060,82,45,5.35,0.0652,0.306
Rb,Rb04,1,280,95,139,4.66,0.0491,0.251
Rb,Rb04,2,003,69,40,5.18,0.075,0.255
Rb,Rb04,3,700,83,40,4.94,0.0595,0.347
Rb,Rb04,4,700,81,40,5.09,0.0628,0.335
Rb,Rb04,5,700,61,45,4.98,0.0816,0.248
Rb,Rb05,12,254,78,108,4.54,0.0582,0.275
Rb,Rb05,13,003,87,139,4.1,0.0472,0.264
Rb,Rb05,14,047,76,102,3.35,0.044,0.215
Rb,Rb05,15,070,59,56,3.41,0.0578,0.172
Rb,Rb05,16,074,61,31,2.72,0.0446,0.167
Rb,Rb05,17,001,43,24,3.84,0.0893,0.267
Rb,Rb05,18,700,65,31,4.57,0.0703,0.288
Rb,Rb05,19,007,72,82,3.16,0.0439,0.158
Rb,Rb05,20,005,82,91,3.59,0.0438,0.192
Rb,Rb05,21,002,80,55,3.54,0.0443,0.192
Rb,Rb05,22,700,51,31,2.65,0.052,0.184
Rb,Rb06,20,200,71,25,2.44,0.0343,0.101
Rb,Rb06,21,001,59,29,2.8,0.0475,0.108
Rb,Rb06,22,001,67,24,2.95,0.0441,0.247
Rb,Rb06,23,004,73,35,2.72,0.0372,0.221
Rb,Rb06,24,004,70,55,2.92,0.0417,0.15
Rb,Rb06,25,005,62,27,2.87,0.0463,0.211
Rb,Rb06,26,065,89,71,3.02,0.0339,0.156
Rb,Rb06,27,007,85,69,2.76,0.0325,0.106
Rb,Rb06,28,067,87,56,2.69,0.0309,0.116
Rb,Rb06,29,280,71,24,3.89,0.0548,0.216
Rb,Rb07,0,050,83,90,4.71,0.0568,0.237
Rb,Rb07,1,089,76,36,3.05,0.0401,0.192
Rb,Rb07,2,600,85,68,3.32,0.0391,0.178
Rb,Rb07,3,045,70,33,4.69,0.067,0.334
Rb,Rb07,4,005,89,105,4.67,0.0525,0.26
Rb,Rb07,5,024,69,47,4.04,0.0585,0.298
Rb,Rb07,6,001,70,33,4.64,0.0663,0.28
Rb,Rb07,7,200,86,103,3.76,0.0437,0.252
Rb,Rb07,8,001,79,35,3.17,0.0401,0.272
Rb,Rb07,9,001,74,27,4.16,0.0562,0.295
Rb,Rb07,10,116,85,90,4.22,0.0497,0.307
Rb,Rb07,11,002,78,64,4.3,0.0551,0.238
Rb,Rb07,12,700,83,78,4.14,0.0499,0.224
Rb,Rb07,13,205,87,70,3.03,0.0348,0.104
Rb,Rb07,14,001,61,22,3.18,0.0522,0.184
Rb,Rb07,15,254,85,121,2.89,0.034,0.149
Rb,Rb07,16,082,81,57,2.85,0.0352,0.158
Rb,Rb07,17,244,90,149,2.51,0.0279,0.097
Rb,Rb07,18,575,88,79,2.66,0.0302,0.11
Rb,Rb07,19,004,83,33,2.64,0.0318,0.102
Rb,Rb07,20,575,86,80,2.79,0.0325,0.112
Rb,Rb07,21,583,88,103,3.16,0.0359,0.153
Rb,Rb07,22,082,83,62,3.68,0.0444,0.191
Rb,Rb07,23,606,90,169,4.0,0.0445,0.218
Rb,Rb07,24,004,68,19,3.28,0.0482,0.211
Rb,Rb07,25,771,82,51,2.96,0.0361,0.181
Rb,Rb08,2,762,79,107,3.37,0.0427,0.167
Rb,Rb08,3,680,79,122,3.37,0.0426,0.21
Rb,Rb08,5,762,61,29,3.37,0.0552,0.207
Rb,Rb08,6,127,74,233,2.97,0.0402,0.128
Rb,Rb08,7,280,83,74,2.76,0.0332,0.108
Rb,Rb08,8,606,82,137,2.65,0.0323,0.136
Rb,Rb08,9,001,71,29,2.73,0.0385,0.101
Rb,Rb08,10,280,79,71,2.97,0.0375,0.163
Rb,Rb08,11,606,85,121,3.72,0.0437,0.2
Rb,Rb08,12,005,61,50,3.42,0.0561,0.183
Rb,Rb08,13,730,83,119,4.04,0.0487,0.185
Rb,Rb08,14,301,86,86,3.66,0.0425,0.213
Rb,Rb08,15,073,75,110,3.87,0.0516,0.189
Sa,Sa01,0,739,12,58,3.22,0.268,0.414
Sa,Sa01,1,062,16,34,2.44,0.1522,0.478
Sa,Sa01,2,053,30,18,2.53,0.0842,0.317
Sa,Sa01,3,015,26,12,2.06,0.0792,0.304
Sa,Sa01,4,046,26,7,2.78,0.1071,0.527
Sa,Sa01,5,110,25,23,2.5,0.1001,0.437
Sa,Sa01,6,002,22,11,2.41,0.1098,0.467
Sa,Sa01,7,060,23,12,2.36,0.1024,0.413
Sa,Sa01,8,001,22,11,3.15,0.1433,0.636
Sa,Sa01,9,280,13,8,2.18,0.1679,0.462
Sa,Sa01,10,306,28,7,3.76,0.1342,0.704
Sa,Sa01,11,004,29,24,3.06,0.1054,0.438
Sa,Sa01,12,745,28,38,2.45,0.0875,0.349
Sa,Sa01,13,067,24,22,2.37,0.0989,0.434
Sa,Sa01,14,022,23,32,3.01,0.1307,0.524
Sa,Sa01,15,067,20,24,4.05,0.2027,0.588
Sa,Sa01,16,001,21,35,3.56,0.1696,0.473
Sa,Sa01,17,254,22,46,3.01,0.1369,0.332
Sa,Sa01,18,002,29,11,2.46,0.0848,0.382
Sa,Sa01,19,069,23,11,2.52,0.1094,0.352
Sa,Sa01,20,282,24,38,2.91,0.1213,0.454
Sa,Sa01,21,079,28,12,2.45,0.0875,0.274
Sa,Sa01,22,062,26,18,3.06,0.1178,0.318
Sa,Sa01,23,631,28,23,3.07,0.1098,0.405
Sa,Sa01,24,607,29,38,2.49,0.086,0.279
Sa,Sa01,25,089,28,17,2.56,0.0915,0.286
Sa,Sa01,26,096,24,18,2.47,0.1031,0.343
Sa,Sa01,27,205,28,31,3.34,0.1193,0.409
Sa,Sa02,3,056,29,18,2.14,0.0737,0.307
Sa,Sa02,4,209,20,25,2.25,0.1127,0.212
Sa,Sa02,6,001,32,55,2.22,0.0693,0.22
Sa,Sa02,7,306,33,49,2.16,0.0655,0.209
Sa,Sa02,8,226,32,32,2.2,0.0687,0.198
Sa,Sa02,10,260,28,20,2.23,0.0795,0.239
Sa,Sa02,13,001,26,8,2.0,0.0769,0.231
Sa,Sa02,15,027,33,44,2.07,0.0628,0.196
Sa,Sa02,17,522,19,26,2.0,0.1053,0.101
Sa,Sa02,18,011,19,18,2.36,0.1242,0.114
Sa,Sa02,28,280,25,33,2.08,0.083,0.171
Sa,Sa02,29,200,27,46,2.08,0.077,0.161
Sa,Sa03,3,001,25,29,2.0,0.08,0.041
Sa,Sa03,4,004,25,16,2.0,0.08,0.062
Sa,Sa03,6,670,31,57,2.08,0.0671,0.211
Sa,Sa03,8,004,25,20,2.11,0.0845,0.178
Sa,Sa03,9,745,31,25,2.23,0.0719,0.221
Sa,Sa03,10,306,29,32,2.04,0.0704,0.182
Sa,Sa03,11,400,28,20,2.28,0.0813,0.202
Sa,Sa03,12,522,30,23,2.14,0.0715,0.225
Sa,Sa03,13,016,18,6,2.0,0.1111,0.222
Sa,Sa03,14,070,28,23,2.17,0.0775,0.238
Sa,Sa03,15,046,25,8,2.06,0.0825,0.3
Sa,Sa03,16,522,26,25,2.05,0.0788,0.188
Sa,Sa03,17,002,22,9,2.05,0.0932,0.258
Sa,Sa03,18,386,29,31,2.12,0.0729,0.229
Sa,Sa03,19,002,27,22,2.11,0.0782,0.305
Sa,Sa03,20,141,31,19,2.14,0.0692,0.244
Sa,Sa03,21,093,32,25,2.27,0.071,0.286
Sa,Sa03,22,001,33,11,3.12,0.0947,0.402
Sa,Sa03,23,001,31,23,2.34,0.0754,0.311
Sa,Sa04,5,022,29,11,2.33,0.0803,0.257
Sa,Sa04,6,046,18,14,2.21,0.1227,0.298
Sa,Sa04,8,001,22,30,2.14,0.0971,0.214
Sa,Sa04,10,001,26,8,2.1,0.0809,0.178
Sa,Sa04,11,001,27,8,2.24,0.083,0.306
Sa,Sa04,12,001,31,47,2.08,0.067,0.209
Sa,Sa04,16,430,17,33,3.66,0.2153,0.335
Sa,Sa04,17,522,10,8,2.57,0.257,0.662
Sa,Sa04,18,590,14,22,2.49,0.1776,0.386
Sa,Sa04,19,017,13,8,4.6,0.3542,0.654
Sa,Sa04,20,070,14,7,2.73,0.1952,0.541
Sa,Sa04,21,017,20,60,3.69,0.1843,0.334
Sa,Sa04,22,001,8,13,3.52,0.4395,0.615
Sa,Sa04,23,510,13,33,2.54,0.1957,0.324
Sa,Sa04,24,039,9,26,2.78,0.3085,0.419
Sa,Sa04,25,040,12,31,2.3,0.1916,0.301
Sa,Sa04,26,670,9,28,2.54,0.2821,0.369
Sa,Sa05,25,755,7,28,3.18,0.4549,0.474
Sa,Sa05,27,600,11,33,3.2,0.2906,0.523
Sa,Sa05,28,159,13,18,5.07,0.39,0.632
Sa,Sa05,29,060,15,12,2.84,0.1891,0.517
Sa,Sa05,30,576,19,55,3.2,0.1683,0.338
Sa,Sa05,31,306,23,54,2.83,0.1229,0.275
Sa,Sa05,32,001,22,7,2.11,0.0959,0.364
Sa,Sa05,33,089,28,18,2.56,0.0915,0.228
Sa,Sa05,34,005,20,14,2.41,0.1206,0.357
Sa,Sa05,35,001,18,7,2.45,0.1362,0.389
Sa,Sa05,36,190,22,56,2.89,0.1312,0.336
Sa,Sa05,37,022,17,12,2.35,0.1384,0.299
Sa,Sa05,38,055,21,11,2.83,0.1346,0.519
Sa,Sa05,39,045,24,12,3.47,0.1444,0.528
Sa,Sa05,40,540,25,11,2.44,0.0974,0.32
Sa,Sa05,41,739,16,40,3.49,0.2183,0.597
Sa,Sa05,42,522,19,40,3.37,0.1774,0.453
Sa,Sa05,43,301,18,23,3.04,0.169,0.527
Sa,Sa05,44,260,20,27,3.07,0.1534,0.496
Sa,Sa05,45,200,29,112,3.37,0.1162,0.327
